port_ID	port_name	lat	lon	buffer_in_KM	buffer_out_KM	Timezone	Shift1	Shift2	Shift3	Shift4	Shift5	Shift6	Shift7	Shift8	Shift9	ToUTC1	ToUTC2	ToUTC3	ToUTC4	ToUTC5	ToUTC6	ToUTC7	ToUTC8	ToUTC9	locode
3289	Lunenburg																								
3493	Sund-Karmoy																								
3495	JAWAHARLAL NEHRU																								
3496	Falmouth (Antigua)																								
3497	La Ciotat																								
3498	Puerto Golfito																								
3501	Cape May																								
3502	Cape May Terminal																								
3503	Nnahsa																								
3519	+ûstrand																								
3520	Askvoll																								
3521	Brattv+Ñg																								
3522	Eggesb++nes																								
3523	Elnesv+Ñgen																								
3524	Finnfjordbotn																								
3525	Leirvik																								
3526	Leirvik i Hyllestad																								
3527	Mosterhamn																								
3528	Raudeberg																								
3529	Rubbestadneset																								
3530	Siilinjarvi																								
3531	Sunndals++ra																								
3532	Volda																								
3534	Marmaris																								
3536	Her++y																								
3537	Balaklava 																								
3538	Jumeirah Palm																								
3539	R+¦r+¦																								
3540	Terport																								
3541	Tubigon																								
3544	Karlsborg																								
3548	Grimstad																								
3549	Myre																								
3550	Namsos																								
3551	Noirmoutier-en-l'Ile 																								
3552	Ramfjordnes																								
3553	Senjahopen																								
3554	Steinshamn																								
3281	Hendaye																								
3558	Oudna Terminal																								
3559	Port Stanvac																								
3560	S+¦vik																								
3561	Tan Tan																								
3563	Hus++y																								
3569	Villa Hayes																								
3570	Sistranda																								
3571	Berlevaag																								
3573	Chancay Offshore																								
3577	Barrio Caacup+¬ M+¡																								
3580	Uthaug																								
3585	Gibostad																								
3587	Puerto Escondido																								
3588	Midsund																								
3590	Labuhan																								
3591	Alvarado																								
3592	Anapa																								
3593	Lakselv																								
3594	Propriano																								
3595	Salamis																								
3596	Hazar																								
3597	Miragoane 																								
3598	Puerto Seguro Fluvial Port																								
3599	Saumlaki																								
3600	Tonnes																								
3605	D+Ñfjord																								
3606	KODIAK																								
3607	NORTH CHARLESTON																								
3609	Hoernum																								
3615	Vasteras																								
3284	Solomons																								
3300	Bandar Shenas																								
3283	Werkendam																								
3306	Den Oever																								
3286	Comodoro Rivadavia																								
3304	Roomassaare																								
3297	Dubai Waterfront City																								
3298	Hafnarfjordur																								
3299	Oso Offshore Terminal																								
3428	Skadovsk																								
3288	Raa																								
3312	Dombraina Boiotias																								
3313	Kyaukpyu																								
3314	Patreksfjordur																								
3285	Tulear																								
3422	Beauty Point																								
3278	Langeoog																								
3255	Clatskanie OR																								
3256	Natchez																								
3274	Saint-Jean-de-Luz 																								
3276	Rio Vista Harbor																								
3277	Granville																								
3291	Puerto de Pastelillo																								
3303	Katapola																								
3315	Faneromeni Salaminas																								
3319	Bermeo																								
3320	Bohaixiang																								
3321	Bromborough																								
3322	Chongwu																								
3323	Civet Guandong 																								
3324	Corinth																								
3325	Derna																								
3326	Dongshan Dao																								
3327	Duisburg																								
3328	Ganyu																								
3329	Goole																								
3330	Gunness																								
3331	Humber																								
3332	Jia Hong Kong Logistics																								
3333	Jianfeng																								
3334	Jiangmen																								
3335	Les Sables-d'Olonne																								
3336	Macau																								
3337	Mesolongion																								
3338	Nachodka																								
3339	Nanchangshan Dao																								
3340	Nijmegen																								
3341	Nuernberg																								
3342	Olafsvik																								
3343	Passau																								
3344	Port-Grimaud																								
3345	Puerto Quetzal Old																								
3346	Quelimane																								
3347	Regensburg																								
3348	Runcorn																								
3261	Ash Shihr																								
3267	Sapele																								
3545	BELLBAY																								
3546	PLS DO NOT USE																								
3547	PORT SAID EAST																								
3349	Sao Luis																								
3350	Shajiazhuang																								
3351	Shenhuzhen																								
3352	Shenwan																								
3353	Shunde																								
3390	Nnasha																								
3567	Alcudia																								
3262	Port de Soller																								
3420	Tagbilaran Port																								
3499	Valle Gran Rey																								
3500	Vuoksen Terminal																								
3512	Glomfjord																								
3513	Hestvika																								
3514	Nesset																								
3515	Hareid																								
3516	Mausund																								
3517	Ulsteinvik																								
3518	Finn++y																								
3458	x																								
3459	Skjerv++y																								
3460	B+Ñtsfjord																								
3461	Vard++																								
3462	Foinaven Oilfield																								
3533	DOCK- OUT																								
3555	Sunde																								
3556	Torsken																								
3557	Vizhinjam																								
3610	Azhikkal																								
3611	As Sidr																								
3443	Sambu																								
3562	Kismayu																								
3565	Vada																								
3572	Sint Maarten																								
3574	Mandal																								
3581	Vung Ang																								
3582	Gryllefjord																								
3583	Nordlenangen																								
3584	San Juan del Sur 																								
3602	Kalv+Ñg																								
3608	Mitajiri																								
3258	Clarkson																								
3487	Cordemais																								
3613	Haarlem																								
3614	Matsusaka																								
3486	asg																								
3393	Mersrags																								
3381	Montrose																								
3463	Lewes																								
3456	Alta																								
3457	Kj++llefjord																								
3535	New Yor																								
3432	Legazpi																								
3438	Bontan																								
3586	Ras Sudr																								
3601	Duesseldorf																								
606	Tampa	27.916667	-82.45	24.1402	24.1402	America/New_York	2015-03-08 03:00:00	2015-11-01 01:00:00	2016-03-13 03:00:00	2016-11-06 01:00:00	2017-03-12 03:00:00	2017-11-05 01:00:00	2018-03-11 03:00:00	2018-11-04 01:00:00	2019-03-10 03:00:00	4.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	USTPA
1974	Tampico			24.1402	24.1402																				
1975	Tananger			24.1402	24.1402																				
634	Tang Shan	39.200875	119.01535	24.1402	24.1402	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	CNJIN
603	Tanga	-5.083333	39.116667	24.1402	24.1402	Africa/Dar_es_Salaam	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	TZTGT
290	Tanger	35.895	-5.4945	8.111100324	8.111100324	Africa/Casablanca	2015-03-29 03:00:00	2015-06-14 02:00:00	2015-07-19 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-06-05 02:00:00	2016-07-10 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	MAPTM
290	Tanger-Med	35.895	-5.4945	8.111100324	8.111100324	Africa/Casablanca	2015-03-29 03:00:00	2015-06-14 02:00:00	2015-07-19 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-06-05 02:00:00	2016-07-10 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	MAPTM
659	Tangerm\xc3\xbcnde	-34.0691870672	-59.0289635676	0.0	0.0	America/Buenos_Aires	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	DETAE
709	Tangier	35.788	-5.799	14.98109286	14.98109286	Africa/Casablanca	2015-03-29 03:00:00	2015-06-14 02:00:00	2015-07-19 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-06-05 02:00:00	2016-07-10 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	MATNG
1977	Tangshan (Caofeidian)			24.1402	24.1402																				
1978	Tanjung Bara Coal Terminal			24.1402	24.1402																				
1119	Tanjung Benete	-8.9	116.75	24.1402	24.1402	Asia/Makassar	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	IDBEN
1979	Tanjung Berhala			24.1402	24.1402																				
1980	Tanjung Langsat			24.1402	24.1402																				
1981	Tanjung Merangas			24.1402	24.1402																				
348	Tanjung Pelepas	1.342425428	103.5523863	14.25149406	14.25149406	Asia/Kuala_Lumpur	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	MYTPP
1982	Tanjung Pemancingan			24.1402	24.1402																				
1983	Tanjung Uban			24.1402	24.1402																				
286	Tanullger	58.92039046	5.586242381	19.39112258	19.39112258	Europe/Oslo	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	NOSVG
657	Taohua	29.8166666667	122.266666667	0.0	0.0	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	
933	Tarakan			24.1402	24.1402																				
3097	Taranto	40.49740017	17.16552865	24.1402	24.1402	Europe/Rome	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	ITTAR
1984	Tarfaya			24.1402	24.1402																				
1985	Tarifa			24.1402	24.1402																				
1986	Tarjun			24.1402	24.1402																				
411	Tarragona	41.09324941	1.212305456	24.1402	24.1402	Europe/Madrid	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	ESTAR
1987	Tars			24.1402	24.1402																				
512	Tartous	-34.0691870672	-59.0289635676	0.0	0.0	America/Buenos_Aires	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	SYTTS
804	Tartus			24.1402	24.1402																				
474	Tateyama			24.1402	24.1402																				
586	Tauranga	-37.633333	176.166667	24.1402	24.1402	Pacific/Auckland	2015-04-05 02:00:00	2015-09-27 03:00:00	2016-04-03 02:00:00	2016-09-25 03:00:00	2017-04-02 02:00:00	2017-09-24 03:00:00	2018-04-01 02:00:00	2018-09-30 03:00:00	2019-04-07 02:00:00	-13.0	-12.0	-13.0	-12.0	-13.0	-12.0	-13.0	-12.0	-13.0	NZTRG
829	Tawau			24.1402	24.1402																				
3165	Tazerka Terminal			24.1402	24.1402																				
30	Teesport	54.61237566	-1.140214882	23.66422274	23.66422274	Europe/London	2015-03-29 02:00:00	2015-10-25 01:00:00	2016-03-27 02:00:00	2016-10-30 01:00:00	2017-03-26 02:00:00	2017-10-29 01:00:00	2018-03-25 02:00:00	2018-10-28 01:00:00	2019-03-31 02:00:00	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	GBTEE
3132	Teignmouth			24.1402	24.1402																				
410	Teipei	25.16921117	121.3765416	16.74	16.74	Asia/Taipei	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	TWTPE
2180	Tejn (Bornholm)			24.1402	24.1402																				
3257	Simrishamn																								
3575	Arnheim																								
3576	Dyrvik																								
3578	Puerto San Jose																								
3579	Puerto Fenix																								
2189	Vrango			24.1402	24.1402																				
2052	Vung Tau			24.1402	24.1402																				
2053	Vysotsk			24.1402	24.1402																				
2054	Wadi Feiran			24.1402	24.1402																				
2055	Wadomari			24.1402	24.1402																				
1008	Wakayama			24.1402	24.1402																				
2056	Wakkanai			24.1402	24.1402																				
2190	Wallaroo			24.1402	24.1402																				
671	Wallhamn	58.01666667	11.7	4.821845895	4.821845895	Europe/Stockholm	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	SEWAL
116	Walvis Bay	-22.95054058	14.49631461	15.61	15.61	Africa/Windhoek	2015-04-05 01:00:00	2015-09-06 03:00:00	2016-04-03 01:00:00	2016-09-04 03:00:00	2017-04-02 01:00:00	2017-09-03 03:00:00	2018-04-01 01:00:00	2018-09-02 03:00:00	2019-04-07 01:00:00	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	NAWVB
2454	Wangerooge			24.1402	24.1402																				
2057	Warri			24.1402	24.1402																				
834	Waterford			24.1402	24.1402																				
2058	WEDEL			24.1402	24.1402																				
936	Weihai			24.1402	24.1402																				
2059	Weihai New Shipbuilding			24.1402	24.1402																				
2060	Weipa			24.1402	24.1402																				
937	Weitou			24.1402	24.1402																				
2061	Weizhou Dao			24.1402	24.1402																				
153	Wellington	-41.27886112	174.7900981	24.1402	24.1402	Pacific/Auckland	2015-04-05 02:00:00	2015-09-27 03:00:00	2016-04-03 02:00:00	2016-09-25 03:00:00	2017-04-02 02:00:00	2017-09-24 03:00:00	2018-04-01 02:00:00	2018-09-30 03:00:00	2019-04-07 02:00:00	-13.0	-12.0	-13.0	-12.0	-13.0	-12.0	-13.0	-12.0	-13.0	NZWLG
664	Wenzhou	28.016667	120.65	24.1402	24.1402	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	CNWNZ
2062	West Africa Offshore			24.1402	24.1402																				
2063	West Haven			24.1402	24.1402																				
2064	West Sacramento			24.1402	24.1402																				
2199	Westdorf			24.1402	24.1402																				
2065	Wewelsfleth			24.1402	24.1402																				
2066	Weymouth			24.1402	24.1402																				
2067	Whittier			24.1402	24.1402																				
2068	Whyalla			24.1402	24.1402																				
1	Wilhelmshaven	53.59010236	8.154269017	12.94854601	12.94854601	Europe/Berlin	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	DEWVN
297	Willemstad	12.11465975	-68.91986988	24.1402	24.1402	America/Curacao	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	CWWIL
148	Wilmington	34.18762652	-77.95519513	24.1402	24.1402	America/New_York	2015-03-08 03:00:00	2015-11-01 01:00:00	2016-03-13 03:00:00	2016-11-06 01:00:00	2017-03-12 03:00:00	2017-11-05 01:00:00	2018-03-11 03:00:00	2018-11-04 01:00:00	2019-03-10 03:00:00	4.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	USILM
477	Wischhafen			24.1402	24.1402																				
1009	Wismar			24.1402	24.1402																				
2069	Wladyslawowo			24.1402	24.1402																				
113	Wolgast			28.0	28.0	Europe/Madrid	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	ESBCN
2070	Wrangell			24.1402	24.1402																				
3077	Wuhu			24.1402	24.1402																				
3382	Ketelhaven																								
3504	+ÿrnes																								
3505	Br++nn++ysund																								
3506	Gutvik																								
3507	Selva																								
3508	Tj++tta																								
3509	Tr+ªna																								
3510	V+Ñgaholmen																								
3511	Nesna																								
3542	Fitjar																								
3543	Puerto Seguro Fluvial 																								
3253	PORT KELANG																								
3564	Hamad																								
3566	Geertruidenberg																								
3568	Yoshiumi																								
3589	Sauda																								
3603	Surigao																								
3604	Ibestad																								
3494	Rio Cullen Marine Terminal																								
3612	Peenemuende																								
3033	Fraserburgh Harbour			24.1402	24.1402																				
1315	Fray Bentos			24.1402	24.1402																				
23	Fredericia	55.55771292	9.744639436	24.1402	24.1402	Europe/Copenhagen	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	DKFRC
1316	Frederikshavn			24.1402	24.1402																				
722	Frederikstad	59.2	10.9333333333	0.0	0.0	Europe/Oslo	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	NOFRK
487	Fredrikstad	59.2	10.95	15.17345522	15.17345522	Europe/Oslo	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	NOFRK
184	Freeport	26.76882853	-77.9757367	112.17	112.17	America/Nassau	2015-03-10 07:00:00	2015-11-03 06:00:00	2016-03-15 07:00:00	2016-11-08 06:00:00	2017-03-14 07:00:00	2017-11-07 06:00:00	2018-03-13 07:00:00	2018-11-06 06:00:00	2019-03-12 07:00:00	5.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0	BSFPO
184	Freeport Bahamas	26.76882853	-77.9757367	112.17	112.17	America/Nassau	2015-03-10 07:00:00	2015-11-03 06:00:00	2016-03-15 07:00:00	2016-11-08 06:00:00	2017-03-14 07:00:00	2017-11-07 06:00:00	2018-03-13 07:00:00	2018-11-06 06:00:00	2019-03-12 07:00:00	5.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0	BSFPO
8	Freetown	8.494205679	-13.21467023	24.1402	24.1402	Africa/Freetown	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	SLFNA
270	Fremantle	-32.04589174	115.7432993	43.45	43.45	Australia/Perth	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	AUFRE
1317	Friday Harbour			24.1402	24.1402																				
2129	Frontera			24.1402	24.1402																				
37	Fujairah	25.38951959	56.55632323	9.598251034	9.598251034																				AEFJR
3039	Fujian Guanhai Shipbuilding			24.1402	24.1402																				
1318	Fukushima Nagasaki			24.1402	24.1402																				
780	Fukuyama			24.1402	24.1402																				
1319	Funchal			24.1402	24.1402																				
1320	Fuqing	26.0123131	119.4820974	2.444746039	2.444746039	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	CNFQG
1320	Fuqing Songxia	26.0123131	119.4820974	2.444746039	2.444746039	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	CNFQG
488	Fusa	-34.0691870672	-59.0289635676	0.0	0.0	America/Buenos_Aires	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	NOFUS
879	Fushikitoyama			24.1402	24.1402																				
547	Fuzhou	26.000305	119.43515	2.444746039	2.444746039	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	CNFOC
1321	Fynshav			24.1402	24.1402																				
1322	G+ñvle			24.1402	24.1402																				
795	GÃ¤vle			24.1402	24.1402																				
1323	Gabes			24.1402	24.1402																				
1324	Gadani			24.1402	24.1402																				
1325	Gaeta			24.1402	24.1402																				
3188	Galati			24.1402	24.1402																				
1326	Galle			24.1402	24.1402																				
478	Gallipoli			24.1402	24.1402																				
700	Galveston	29.316667	-94.783333	21.4061916	21.4061916	America/Chicago	2015-03-08 03:00:00	2015-11-01 01:00:00	2016-03-13 03:00:00	2016-11-06 01:00:00	2017-03-12 03:00:00	2017-11-05 01:00:00	2018-03-11 03:00:00	2018-11-04 01:00:00	2019-03-10 03:00:00	5.0	6.0	5.0	6.0	5.0	6.0	5.0	6.0	5.0	USGLS
759	Galveston Offshore Lightering Area (GOLA)			24.1402	24.1402																				
686	Gamagori	34.83333056	137.2166694	7.500710771	7.500710771	Asia/Tokyo	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	JPGAM
1327	Gamba			24.1402	24.1402																				
1328	Gamboa			24.1402	24.1402																				
1329	Gandia			24.1402	24.1402																				
1330	Gangavaram			24.1402	24.1402																				
3373	Cheboygan																								
3431	Paracuru																								
3436	Flying Fish Cove																								
3439	Point Murat																								
3440	La+óyoune																								
3441	Bandar Imam																								
3468	Benete Bay																								
3470	Bergsfjord																								
3471	Festv+Ñg																								
3472	Finnsnes																								
3473	Harstad																								
3474	Kj++psvik																								
3475	L++dingen																								
3476	Melbu																								
3477	Moskenes																								
3478	Nevelsk																								
3479	Skrova																								
3480	Sortland																								
3481	Stokmarknes																								
3482	Svolv+ªr																								
3483	SAN-PEDRO																								
1394	Honfleur			24.1402	24.1402																				
283	Hong Kong	22.38951379	114.0396558	8.430206954	8.430206954	Asia/Hong_Kong	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	HKHKG
3198	Hongxing			24.1402	24.1402																				
595	Honiara	-9.416667	159.95	24.1402	24.1402	Pacific/Guadalcanal	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-11.0	-11.0	-11.0	-11.0	-11.0	-11.0	-11.0	-11.0	-11.0	SBHIR
2100	Hönö			24.1402	24.1402																				
604	Honolulu	21.3	-157.866667	24.1402	24.1402	Pacific/Honolulu	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	USHNL
1395	Hooge			24.1402	24.1402																				
3190	Hopa			24.1402	24.1402																				
2223	Hopewell			24.1402	24.1402																				
2208	Hoping			24.1402	24.1402																				
1396	Hormozgan Steel Complex			24.1402	24.1402																				
1397	Horsens			24.1402	24.1402																				
1398	Horseshoe Bay			24.1402	24.1402																				
969	Horta			24.1402	24.1402																				
1399	Horten			24.1402	24.1402																				
970	Hososhima			24.1402	24.1402																				
652	Houlingcun	39.9833333333	119.833333333	0.0	0.0	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	
1400	Houma			24.1402	24.1402																				
1401	Hound Point Terminal			24.1402	24.1402																				
1402	Houshi			24.1402	24.1402																				
359	Houston	29.65065147	-95.00497261	21.4061916	21.4061916	America/Chicago	2015-03-08 03:00:00	2015-11-01 01:00:00	2016-03-13 03:00:00	2016-11-06 01:00:00	2017-03-12 03:00:00	2017-11-05 01:00:00	2018-03-11 03:00:00	2018-11-04 01:00:00	2019-03-10 03:00:00	6.0	5.0	6.0	5.0	6.0	5.0	6.0	5.0	6.0	USHOU
3063	Hovland			24.1402	24.1402																				
1403	Hoyanger			24.1402	24.1402																				
